country_name,country_3_letter_code,year,medal_count,gold_count,silver_count,bronze_count,game_location,game_season,GDP,population,region,area_sqkm,coastline_coast_area_ratio,GDP_per_capita,host_country_status
Hungary,HUN,1992,30,11,12,7,Spain,Summer,38730585922.0,10369341.0,EASTERN EUROPE                     ,93030,0.0,3735.105820321658,0
Indonesia,INA,1992,5,2,2,1,Spain,Summer,128026966580.0,188558416.0,ASIA (EX. NEAR EAST)         ,1919440,2.85,678.9777369576545,0
Ireland,IRL,1992,2,1,1,0,Spain,Summer,55918538121.0,3558430.0,WESTERN EUROPE                     ,70280,2.06,15714.384748611044,0
Italy,ITA,1992,19,6,5,8,Spain,Summer,1320161644933.0,56797087.0,WESTERN EUROPE                     ,301230,2.52,23243.474527716535,0
Jamaica,JAM,1992,4,0,3,1,Spain,Summer,3535460090.0,2434574.0,LATIN AMER. & CARIB    ,10991,9.3,1452.1883869621543,0
Japan,JPN,1992,22,3,8,11,Spain,Summer,3908808434705.0,124425000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,31414.97636893711,0
Kenya,KEN,1992,8,2,4,2,Spain,Summer,8209120678.0,24655723.0,SUB-SAHARAN AFRICA                 ,582650,0.09,332.94990692424636,0
Malaysia,MAS,1992,1,0,0,1,Spain,Summer,59167550163.0,18526708.0,ASIA (EX. NEAR EAST)         ,329750,1.42,3193.635381040172,0
Mexico,MEX,1992,1,0,1,0,Spain,Summer,363157793810.0,84993164.0,LATIN AMER. & CARIB    ,1972550,0.47,4272.788265771586,0
Mongolia,MGL,1992,2,0,0,2,Spain,Summer,1317611864.0,2236494.0,ASIA (EX. NEAR EAST)         ,1564116,0.0,589.1416940979944,0
Morocco,MAR,1992,3,1,1,1,Spain,Summer,33711069431.0,25400676.0,NORTHERN AFRICA                    ,446550,0.41,1327.172136324246,0
Namibia,NAM,1992,2,0,2,0,Spain,Summer,3429521499.0,1461687.0,SUB-SAHARAN AFRICA                 ,825418,0.19,2346.276254081756,0
Netherlands,NED,1992,15,2,6,7,Spain,Summer,362962872180.0,15184166.0,WESTERN EUROPE                     ,41526,1.09,23904.03741502826,0
New Zealand,NZL,1992,10,1,4,5,Spain,Summer,41649386970.0,3531700.0,OCEANIA                            ,268680,5.63,11793.01383752867,0
Nigeria,NGR,1992,4,0,3,1,Spain,Summer,47794954192.0,100182045.0,SUB-SAHARAN AFRICA                 ,923768,0.09,477.08103974120314,0
Norway,NOR,1992,7,2,4,1,Spain,Summer,130838022523.0,4286401.0,WESTERN EUROPE                     ,323802,7.77,30523.98096281706,0
Pakistan,PAK,1992,1,0,0,1,Spain,Summer,48884672605.0,122375179.0,ASIA (EX. NEAR EAST)         ,803940,0.13,399.4655861136677,0
China,CHN,1992,54,16,22,16,Spain,Summer,426915712716.0,1164970000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,366.46069230623965,0
Peru,PER,1992,1,0,1,0,Spain,Summer,35966302303.0,23047248.0,LATIN AMER. & CARIB    ,1285220,0.19,1560.5465044243026,0
Philippines,PHI,1992,1,0,0,1,Spain,Summer,60422329032.0,64543525.0,ASIA (EX. NEAR EAST)         ,300000,12.1,936.1485762049717,0
Poland,POL,1992,19,3,6,10,Spain,Summer,94337047233.0,38363667.0,EASTERN EUROPE                     ,312685,0.16,2459.0205944859235,0
Puerto Rico,PUR,1992,1,0,0,1,Spain,Summer,34630430000.0,3585176.0,LATIN AMER. & CARIB    ,13790,3.63,9659.338899959164,0
Qatar,QAT,1992,1,0,0,1,Spain,Summer,7646153984.0,471293.0,NEAR EAST                          ,11437,4.92,16223.780077361642,0
"Korea, Rep.",KOR,1992,29,12,5,12,Spain,Summer,355525267405.0,43747962.0,ASIA (EX. NEAR EAST)         ,98480,2.45,8126.670389925821,0
Romania,ROU,1992,18,4,6,8,Spain,Summer,25121666667.0,22794284.0,EASTERN EUROPE                     ,237500,0.09,1102.1037847470884,0
South Africa,RSA,1992,2,0,2,0,Spain,Summer,146956142399.0,41760755.0,SUB-SAHARAN AFRICA                 ,1219912,0.23,3519.0010908327686,0
Spain,ESP,1992,22,13,7,2,Spain,Summer,630916018203.0,39157685.0,WESTERN EUROPE                     ,504782,0.98,16112.188915228262,1
Suriname,SUR,1992,1,0,0,1,Spain,Summer,404600000.0,419521.0,LATIN AMER. & CARIB    ,163270,0.24,964.4332464882568,0
Sweden,SWE,1992,12,1,7,4,Spain,Summer,284319488252.0,8668067.0,WESTERN EUROPE                     ,449964,0.72,32800.79494678571,0
Switzerland,SUI,1992,1,1,0,0,Spain,Summer,279917776400.0,6875364.0,WESTERN EUROPE                     ,41290,0.0,40713.15735428699,0
Thailand,THA,1992,1,0,0,1,Spain,Summer,111452745856.0,56939020.0,ASIA (EX. NEAR EAST)         ,514000,0.63,1957.4054111925354,0
Turkiye,TUR,1992,6,2,2,2,Spain,Summer,159094972322.0,56302037.0,NEAR EAST                          ,780580,0.92,2825.740964256764,0
Russian Federation,EUN,1992,112,45,38,29,Spain,Summer,460290556901.0,148538197.0,C.W. OF IND. STATES ,17075200,0.22,3098.802639303613,0
United States,USA,1992,108,37,34,37,Spain,Summer,6520327000000.0,256514000.0,NORTHERN AMERICA                   ,9631420,0.21,25418.990776331895,0
Afghanistan,AFG,2008,1,0,0,1,China,Summer,10249770319.0,26427199.0,ASIA (EX. NEAR EAST)         ,647500,0.0,387.84928811411305,0
Algeria,ALG,2008,2,0,1,1,China,Summer,171000699877.0,34569592.0,NORTHERN AFRICA                    ,2381740,0.04,4946.564017214898,0
Argentina,ARG,2008,6,2,0,4,China,Summer,361558037110.0,40273769.0,LATIN AMER. & CARIB    ,2766890,0.18,8977.50685092324,0
Armenia,ARM,2008,5,0,1,4,China,Summer,11662040704.0,2983421.0,C.W. OF IND. STATES ,29800,0.0,3908.9490568042525,0
Australia,AUS,2008,46,14,15,17,China,Summer,1055686110666.0,21249199.0,OCEANIA                            ,7686850,0.34,49681.219073998975,0
Austria,AUT,2008,3,0,1,2,China,Summer,432051935643.0,8321496.0,WESTERN EUROPE                     ,83870,0.0,51919.98357542923,0
Azerbaijan,AZE,2008,6,1,1,4,China,Summer,48851318826.0,8763400.0,C.W. OF IND. STATES ,86600,0.0,5574.470961727184,0
"Bahamas, The",BAH,2008,2,0,1,1,China,Summer,10526000000.0,362795.0,LATIN AMER. & CARIB    ,13940,25.41,29013.630287076725,0
Belarus,BLR,2008,14,3,4,7,China,Summer,60752177439.0,9527985.0,C.W. OF IND. STATES ,207600,0.0,6376.183152996147,0
Belgium,BEL,2008,2,2,0,0,China,Summer,517328087920.0,10709973.0,WESTERN EUROPE                     ,30528,0.22,48303.39795627869,0
Brazil,BRA,2008,17,3,4,10,China,Summer,1695855391816.0,192672317.0,LATIN AMER. & CARIB    ,8511965,0.09,8801.759475472545,0
Bulgaria,BUL,2008,5,1,1,3,China,Summer,54480697770.0,7492561.0,EASTERN EUROPE                     ,110910,0.32,7271.305201252282,0
Cameroon,CMR,2008,1,1,0,0,China,Summer,27715142006.0,18777081.0,SUB-SAHARAN AFRICA                 ,475440,0.08,1476.0090775557712,0
Canada,CAN,2008,20,3,9,8,China,Summer,1552989690722.0,33247118.0,NORTHERN AMERICA                   ,9984670,2.02,46710.50557591187,0
Chile,CHI,2008,1,0,1,0,China,Summer,179663390875.0,16661462.0,LATIN AMER. & CARIB    ,756950,0.85,10783.170821084008,0
Colombia,COL,2008,3,0,2,1,China,Summer,242504150473.0,43815313.0,LATIN AMER. & CARIB    ,1138910,0.28,5534.689446883559,0
Croatia,CRO,2008,5,0,2,3,China,Summer,68342061762.0,4309705.0,EASTERN EUROPE                     ,56542,10.32,15857.712247590032,0
Cuba,CUB,2008,30,3,10,17,China,Summer,56302129630.0,11276609.0,LATIN AMER. & CARIB    ,110860,3.37,4992.824494491208,0
Czechia,CZE,2008,7,3,3,1,China,Summer,236816948160.0,10384603.0,EASTERN EUROPE                     ,78866,0.0,22804.62220462352,0
Denmark,DEN,2008,7,2,2,3,China,Summer,353358901702.0,5493621.0,WESTERN EUROPE                     ,43094,16.97,64321.67448427913,0
Dominican Republic,DOM,2008,2,1,1,0,China,Summer,48122601590.0,9522948.0,LATIN AMER. & CARIB    ,48730,2.64,5053.330291208143,0
Ecuador,ECU,2008,1,0,1,0,China,Summer,61762635000.0,14496797.0,LATIN AMER. & CARIB    ,283560,0.79,4260.433183964707,0
"Egypt, Arab Rep.",EGY,2008,2,0,0,2,China,Summer,162818181818.0,83844783.0,NORTHERN AFRICA                    ,1001450,0.24,1941.899972691205,0
Estonia,EST,2008,2,1,1,0,China,Summer,24341678629.0,1337090.0,BALTICS                            ,45226,8.39,18204.966478696275,0
Ethiopia,ETH,2008,7,4,2,1,China,Summer,27066912635.0,84357105.0,SUB-SAHARAN AFRICA                 ,1127127,0.0,320.8610897090411,0
Finland,FIN,2008,4,1,1,2,China,Summer,285716311137.0,5313399.0,WESTERN EUROPE                     ,338145,0.37,53772.794239054885,0
France,FRA,2008,41,6,15,20,China,Summer,2930303780828.0,64379696.0,WESTERN EUROPE                     ,547030,0.63,45515.96175334534,0
Georgia,GEO,2008,7,3,2,2,China,Summer,12795147992.0,3848449.0,C.W. OF IND. STATES ,69700,0.44,3324.7544639411876,0
Germany,GER,2008,41,16,11,14,China,Summer,3745264093617.0,82110097.0,WESTERN EUROPE                     ,357021,0.67,45612.71062214188,0
United Kingdom,GBR,2008,51,19,13,19,China,Summer,2931683721187.0,61806995.0,WESTERN EUROPE                     ,244820,5.08,47432.87909705042,0
Greece,GRE,2008,3,0,2,1,China,Summer,355908689477.0,11077841.0,WESTERN EUROPE                     ,131940,10.37,32127.98319428849,0
Hungary,HUN,2008,10,3,5,2,China,Summer,158325583918.0,10038188.0,EASTERN EUROPE                     ,93030,0.0,15772.327029340355,0
Iceland,ISL,2008,1,0,1,0,China,Summer,18074619562.0,317414.0,WESTERN EUROPE                     ,103000,4.83,56943.35965647388,0
India,IND,2008,3,1,0,2,China,Summer,1198895147695.0,1206734806.0,ASIA (EX. NEAR EAST)         ,3287590,0.21,993.5034124597878,0
Indonesia,INA,2008,6,1,1,4,China,Summer,510228634992.0,237936543.0,ASIA (EX. NEAR EAST)         ,1919440,2.85,2144.3895441987656,0
Ireland,IRL,2008,3,0,1,2,China,Summer,275447471451.0,4489544.0,WESTERN EUROPE                     ,70280,2.06,61353.10656293824,0
"Iran, Islamic Rep.",IRI,2008,2,1,0,1,China,Summer,412336172447.0,73318394.0,ASIA (EX. NEAR EAST)         ,1648000,0.15,5623.911680975991,0
Israel,ISR,2008,1,0,0,1,China,Summer,220529762562.0,7308800.0,NEAR EAST                          ,20770,1.31,30173.183362795535,0
Italy,ITA,2008,27,8,9,10,China,Summer,2408655348719.0,58826731.0,WESTERN EUROPE                     ,301230,2.52,40944.91241947474,0
Jamaica,JAM,2008,10,5,4,1,China,Summer,13709401444.0,2711373.0,LATIN AMER. & CARIB    ,10991,9.3,5056.2580080276675,0
Japan,JPN,2008,25,9,8,8,China,Summer,5106679413138.0,128063000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,39876.30629563574,0
Kazakhstan,KAZ,2008,9,2,3,4,China,Summer,133441649222.0,15776938.0,C.W. OF IND. STATES ,2717300,0.0,8458.019497953279,0
Kenya,KEN,2008,16,6,4,6,China,Summer,35895153328.0,39186895.0,SUB-SAHARAN AFRICA                 ,582650,0.09,915.9989156579004,0
Kyrgyz Republic,KGZ,2008,3,0,1,2,China,Summer,5139958956.0,5318700.0,C.W. OF IND. STATES ,198500,0.0,966.393847368718,0
Latvia,LAT,2008,3,1,1,1,China,Summer,35854274229.0,2177322.0,BALTICS                            ,64589,0.82,16467.143687980006,0
Lithuania,LTU,2008,5,0,3,2,China,Summer,47797551588.0,3198231.0,BALTICS                            ,65200,0.14,14944.996652211801,0
Malaysia,MAS,2008,1,0,1,0,China,Summer,230811591307.0,27664296.0,ASIA (EX. NEAR EAST)         ,329750,1.42,8343.302548056889,0
Mauritius,MRI,2008,1,0,0,1,China,Summer,9990356849.0,1244121.0,SUB-SAHARAN AFRICA                 ,2040,8.68,8030.052421749974,0
Mexico,MEX,2008,4,2,0,2,China,Summer,1109987401386.0,109684489.0,LATIN AMER. & CARIB    ,1972550,0.47,10119.821056795005,0
Mongolia,MGL,2008,4,2,2,0,China,Summer,5623216610.0,2633887.0,ASIA (EX. NEAR EAST)         ,1564116,0.0,2134.9498326997323,0
Morocco,MAR,2008,2,0,1,1,China,Summer,101822906946.0,31634992.0,NORTHERN AFRICA                    ,446550,0.41,3218.679712199706,0
Netherlands,NED,2008,16,7,5,4,China,Summer,951869997864.0,16445593.0,WESTERN EUROPE                     ,41526,1.09,57879.943755387845,0
New Zealand,NZL,2008,9,3,2,4,China,Summer,133131369930.0,4259800.0,OCEANIA                            ,268680,5.63,31252.96256397014,0
Nigeria,NGR,2008,5,0,2,3,China,Summer,339476215684.0,152382506.0,SUB-SAHARAN AFRICA                 ,923768,0.09,2227.7899517153237,0
Norway,NOR,2008,9,3,5,1,China,Summer,464917553191.0,4768212.0,WESTERN EUROPE                     ,323802,7.77,97503.54078027571,0
Panama,PAN,2008,1,1,0,0,China,Summer,25155888600.0,3495276.0,LATIN AMER. & CARIB    ,78200,3.18,7197.110786101011,0
China,CHN,2008,100,48,22,30,China,Summer,4594336785738.0,1324655000.0,ASIA (EX. NEAR EAST)         ,9596960,0.15,3468.3270630752913,1
Poland,POL,2008,11,4,5,2,China,Summer,533599853343.0,38125759.0,EASTERN EUROPE                     ,312685,0.16,13995.78309622636,0
Portugal,POR,2008,2,1,1,0,China,Summer,263416394624.0,10558177.0,WESTERN EUROPE                     ,92391,1.94,24949.041356666025,0
"Korea, Rep.",KOR,2008,32,13,11,8,China,Summer,1047339041904.0,49054708.0,ASIA (EX. NEAR EAST)         ,98480,2.45,21350.42862560715,0
Moldova,MDA,2008,1,0,0,1,China,Summer,6054824433.0,2868833.0,C.W. OF IND. STATES ,33843,0.0,2110.5531179402915,0
Romania,ROU,2008,9,4,1,4,China,Summer,214317174117.0,20537875.0,EASTERN EUROPE                     ,237500,0.09,10435.216599429103,0
Russian Federation,RUS,2008,60,24,13,23,China,Summer,1660848058303.0,142742366.0,C.W. OF IND. STATES ,17075200,0.22,11635.284637939938,0
Samoa,SAM,2008,1,0,1,0,China,Summer,641346191.7,191787.0,OCEANIA                            ,2944,13.69,3344.054558963851,0
Serbia,SRB,2008,3,0,1,2,China,Summer,52194221469.0,7350222.0,EASTERN EUROPE                     ,88361,0.0,7101.04014123655,0
Singapore,SGP,2008,1,0,1,0,China,Summer,193617346347.0,4839396.0,ASIA (EX. NEAR EAST)         ,693,27.85,40008.5767618521,0
Slovak Republic,SVK,2008,6,3,3,0,China,Summer,100879902985.0,5379233.0,EASTERN EUROPE                     ,48845,0.0,18753.584941384765,0
Slovenia,SLO,2008,5,1,2,2,China,Summer,55779427740.0,2021316.0,EASTERN EUROPE                     ,20273,0.23,27595.599965566988,0
South Africa,RSA,2008,1,0,1,0,China,Summer,316131245861.0,50565812.0,SUB-SAHARAN AFRICA                 ,1219912,0.23,6251.877174661014,0
Spain,ESP,2008,19,5,11,3,China,Summer,1631863493552.0,45954106.0,WESTERN EUROPE                     ,504782,0.98,35510.72223126264,0
Sudan,SUD,2008,1,0,1,0,China,Summer,64833088568.0,32065241.0,SUB-SAHARAN AFRICA                 ,2505810,0.03,2021.9117819198677,0
Sweden,SWE,2008,5,0,4,1,China,Summer,517706214656.0,9219637.0,WESTERN EUROPE                     ,449964,0.72,56152.559439813085,0
Switzerland,SUI,2008,6,2,1,3,China,Summer,567273005013.0,7647675.0,WESTERN EUROPE                     ,41290,0.0,74175.87763771342,0
Tajikistan,TJK,2008,2,0,1,1,China,Summer,5161299725.0,7324627.0,C.W. OF IND. STATES ,143100,0.0,704.6501787736086,0
Thailand,THA,2008,6,2,2,2,China,Summer,291382985569.0,67328239.0,ASIA (EX. NEAR EAST)         ,514000,0.63,4327.797517012141,0
Togo,TOG,2008,1,0,0,1,China,Summer,4516616224.0,6222482.0,SUB-SAHARAN AFRICA                 ,56785,0.1,725.8544458625995,0
Trinidad and Tobago,TTO,2008,2,1,1,0,China,Summer,27871587350.0,1392803.0,LATIN AMER. & CARIB    ,5128,7.06,20011.148274379077,0
Tunisia,TUN,2008,1,1,0,0,China,Summer,44859452038.0,10680380.0,NORTHERN AFRICA                    ,163610,0.7,4200.1737801464,0
Turkiye,TUR,2008,5,1,1,3,China,Summer,770449308781.0,71051678.0,NEAR EAST                          ,780580,0.92,10843.506169987992,0
Ukraine,UKR,2008,22,7,4,11,China,Summer,188110375779.0,46258189.0,C.W. OF IND. STATES ,603700,0.46,4066.5313503518264,0
United States,USA,2008,112,36,39,37,China,Summer,14769857911000.0,304093966.0,NORTHERN AMERICA                   ,9631420,0.21,48570.045980458555,0
Uzbekistan,UZB,2008,4,0,1,3,China,Summer,29549438884.0,27302800.0,C.W. OF IND. STATES ,447400,0.0,1082.2860250230744,0
"Venezuela, RB",VEN,2008,1,0,0,1,China,Summer,315953388511.0,27933833.0,LATIN AMER. & CARIB    ,912050,0.31,11310.778170364232,0
Vietnam,VIE,2008,1,0,1,0,China,Summer,99130304099.0,85597241.0,ASIA (EX. NEAR EAST)         ,329560,1.05,1158.1016273526855,0
Zimbabwe,ZIM,2008,4,1,3,0,China,Summer,4415702800.0,12550347.0,SUB-SAHARAN AFRICA                 ,390580,0.0,351.83910054439133,0
Austria,AUT,1988,10,3,5,2,Canada,Winter,133339397080.0,7585317.0,WESTERN EUROPE                     ,83870,0.0,17578.618939722626,0
Canada,CAN,1988,5,0,2,3,Canada,Winter,509379677196.0,26791747.0,NORTHERN AMERICA                   ,9984670,2.02,19012.559248040077,1
Germany,FRG,1988,8,2,4,2,Canada,Winter,1401233225303.0,78144619.0,WESTERN EUROPE                     ,357021,0.67,17931.282322881376,0
Finland,FIN,1988,7,4,1,2,Canada,Winter,109058990760.0,4946481.0,WESTERN EUROPE                     ,338145,0.37,22047.793322161757,0
France,FRA,1988,2,1,0,1,Canada,Winter,1018847043277.0,57472651.0,WESTERN EUROPE                     ,547030,0.63,17727.510834274897,0
Germany,GDR,1988,25,9,10,6,Canada,Winter,1401233225303.0,78144619.0,WESTERN EUROPE                     ,357021,0.67,17931.282322881376,0
Italy,ITA,1988,5,2,1,2,Canada,Winter,891608957156.0,56629288.0,WESTERN EUROPE                     ,301230,2.52,15744.661263549702,0
Japan,JPN,1988,1,0,0,1,Canada,Winter,3071683812150.0,122578000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,25059.013951524743,0
Liechtenstein,LIE,1988,1,0,0,1,Canada,Winter,1161757671.0,27944.0,WESTERN EUROPE                     ,160,0.0,41574.49438162038,0
Netherlands,NED,1988,7,3,2,2,Canada,Winter,261910508418.0,14760094.0,WESTERN EUROPE                     ,41526,1.09,17744.501384476276,0
Norway,NOR,1988,5,0,3,2,Canada,Winter,101900521458.0,4209488.0,WESTERN EUROPE                     ,323802,7.77,24207.343377151807,0
Russian Federation,URS,1988,29,11,9,9,Canada,Winter,554713455150.0,146857000.0,C.W. OF IND. STATES ,17075200,0.22,3777.2353728456933,0
Sweden,SWE,1988,6,4,0,2,Canada,Winter,206988363595.0,8436489.0,WESTERN EUROPE                     ,449964,0.72,24534.89402937644,0
Switzerland,SUI,1988,15,5,5,5,Canada,Winter,215540625299.0,6593386.0,WESTERN EUROPE                     ,41290,0.0,32690.43027345889,0
United States,USA,1988,6,2,1,3,Canada,Winter,5236438000000.0,244499000.0,NORTHERN AMERICA                   ,9631420,0.21,21417.011930519144,0
Austria,AUT,1968,11,3,4,4,France,Winter,12440625313.0,7415403.0,WESTERN EUROPE                     ,83870,0.0,1677.673528060444,0
Canada,CAN,1968,3,1,1,1,France,Winter,71830047239.0,20744000.0,NORTHERN AMERICA                   ,9984670,2.02,3462.6902834072503,0
Finland,FIN,1968,5,1,2,2,France,Winter,8823033880.0,4626469.0,WESTERN EUROPE                     ,338145,0.37,1907.0772721053572,0
France,FRA,1968,9,4,3,2,France,Winter,129785441507.0,50817020.0,WESTERN EUROPE                     ,547030,0.63,2553.9758432706208,1
Italy,ITA,1968,4,4,0,0,France,Winter,87942231678.0,53235750.0,WESTERN EUROPE                     ,301230,2.52,1651.9393767909721,0
Netherlands,NED,1968,9,3,3,3,France,Winter,27817605743.0,12729721.0,WESTERN EUROPE                     ,41526,1.09,2185.248658866915,0
Norway,NOR,1968,14,6,6,2,France,Winter,10159934037.0,3816486.0,WESTERN EUROPE                     ,323802,7.77,2662.117465385698,0
Sweden,SWE,1968,8,3,2,3,France,Winter,31066820769.0,7912273.0,WESTERN EUROPE                     ,449964,0.72,3926.409107597779,0
Switzerland,SUI,1968,6,0,2,4,France,Winter,18942730098.0,6067714.0,WESTERN EUROPE                     ,41290,0.0,3121.8890834340577,0
United States,USA,1968,7,1,5,1,France,Winter,942500000000.0,200706000.0,NORTHERN AMERICA                   ,9631420,0.21,4695.923390431776,0
Austria,AUT,1964,12,4,5,3,Austria,Winter,9169983886.0,7223801.0,WESTERN EUROPE                     ,83870,0.0,1269.4125829324478,1
Canada,CAN,1964,3,1,1,1,Austria,Winter,49377963149.0,19325000.0,NORTHERN AMERICA                   ,9984670,2.02,2555.133927503234,0
Finland,FIN,1964,10,3,4,3,Austria,Winter,7766655086.0,4548543.0,WESTERN EUROPE                     ,338145,0.37,1707.5039382940868,0
France,FRA,1964,7,3,4,0,Austria,Winter,94007851047.0,48733997.0,WESTERN EUROPE                     ,547030,0.63,1928.9994015266182,0
United Kingdom,GBR,1964,1,1,0,0,Austria,Winter,94407562407.0,54000000.0,WESTERN EUROPE                     ,244820,5.08,1748.2881927222222,0
Italy,ITA,1964,4,0,1,3,Austria,Winter,63175417019.0,51675350.0,WESTERN EUROPE                     ,301230,2.52,1222.5445404627158,0
Netherlands,NED,1964,2,1,1,0,Austria,Winter,18699380731.0,12127120.0,WESTERN EUROPE                     ,41526,1.09,1541.9473651617202,0
Norway,NOR,1964,15,3,6,6,Austria,Winter,7159202706.0,3694339.0,WESTERN EUROPE                     ,323802,7.77,1937.884613729276,0
Sweden,SWE,1964,7,3,3,1,Austria,Winter,22532417359.0,7661354.0,WESTERN EUROPE                     ,449964,0.72,2941.048978940276,0
United States,USA,1964,7,1,2,4,Austria,Winter,685800000000.0,191889000.0,NORTHERN AMERICA                   ,9631420,0.21,3573.941184747432,0
Austria,AUT,1976,6,2,2,2,Austria,Winter,42959976222.0,7565525.0,WESTERN EUROPE                     ,83870,0.0,5678.386658163181,1
Canada,CAN,1976,3,1,1,1,Austria,Winter,207265662815.0,23449808.0,NORTHERN AMERICA                   ,9984670,2.02,8838.693383544974,0
Germany,FRG,1976,10,2,5,3,Austria,Winter,519754453161.0,78336950.0,WESTERN EUROPE                     ,357021,0.67,6634.85689908785,0
Finland,FIN,1976,7,2,4,1,Austria,Winter,31849513771.0,4725664.0,WESTERN EUROPE                     ,338145,0.37,6739.690712458609,0
France,FRA,1976,1,0,0,1,Austria,Winter,372319038514.0,53966558.0,WESTERN EUROPE                     ,547030,0.63,6899.069577755913,0
Germany,GDR,1976,19,7,5,7,Austria,Winter,519754453161.0,78336950.0,WESTERN EUROPE                     ,357021,0.67,6634.85689908785,0
United Kingdom,GBR,1976,1,1,0,0,Austria,Winter,232610445457.0,56211968.0,WESTERN EUROPE                     ,244820,5.08,4138.0946750876965,0
Italy,ITA,1976,4,1,2,1,Austria,Winter,224717278437.0,55718260.0,WESTERN EUROPE                     ,301230,2.52,4033.099354448613,0
Liechtenstein,LIE,1976,2,0,0,2,Austria,Winter,272489336.9,23416.0,WESTERN EUROPE                     ,160,0.0,11636.886611718483,0
Netherlands,NED,1976,6,1,2,3,Austria,Winter,109168720620.0,13774037.0,WESTERN EUROPE                     ,41526,1.09,7925.688062258,0
Norway,NOR,1976,7,3,3,1,Austria,Winter,35942160909.0,4026152.0,WESTERN EUROPE                     ,323802,7.77,8927.174361275978,0
Sweden,SWE,1976,2,0,0,2,Austria,Winter,89362242654.0,8222286.0,WESTERN EUROPE                     ,449964,0.72,10868.296560591543,0
United States,USA,1976,10,3,3,4,Austria,Winter,1873412000000.0,218035000.0,NORTHERN AMERICA                   ,9631420,0.21,8592.253537276125,0
Austria,AUT,1980,7,3,2,2,United States,Winter,82058912997.0,7549433.0,WESTERN EUROPE                     ,83870,0.0,10869.546494021472,0
Bulgaria,BUL,1980,1,0,0,1,United States,Winter,19839230769.0,8861535.0,EASTERN EUROPE                     ,110910,0.32,2238.8029578396972,0
Canada,CAN,1980,2,0,1,1,United States,Winter,274770252172.0,24515667.0,NORTHERN AMERICA                   ,9984670,2.02,11207.945195698734,0
Germany,FRG,1980,4,0,2,2,United States,Winter,950290856467.0,78288576.0,WESTERN EUROPE                     ,357021,0.67,12138.308103432613,0
Finland,FIN,1980,9,1,5,3,United States,Winter,53645202423.0,4779535.0,WESTERN EUROPE                     ,338145,0.37,11223.937563591437,0
France,FRA,1980,1,0,0,1,United States,Winter,701288419745.0,55052582.0,WESTERN EUROPE                     ,547030,0.63,12738.520052429149,0
Germany,GDR,1980,23,9,7,7,United States,Winter,950290856467.0,78288576.0,WESTERN EUROPE                     ,357021,0.67,12138.308103432613,0
United Kingdom,GBR,1980,1,1,0,0,United States,Winter,564954276868.0,56314216.0,WESTERN EUROPE                     ,244820,5.08,10032.178675238949,0
Italy,ITA,1980,2,0,2,0,United States,Winter,477256775944.0,56433883.0,WESTERN EUROPE                     ,301230,2.52,8456.918974439523,0
Japan,JPN,1980,1,0,1,0,United States,Winter,1105385811263.0,116807000.0,ASIA (EX. NEAR EAST)         ,377835,7.87,9463.352464004725,0
Liechtenstein,LIE,1980,4,2,2,0,United States,Winter,534699256.8,25003.0,WESTERN EUROPE                     ,160,0.0,21385.404023517178,0
Netherlands,NED,1980,4,1,2,1,United States,Winter,195152092662.0,14149800.0,WESTERN EUROPE                     ,41526,1.09,13791.862263918925,0
Norway,NOR,1980,10,1,3,6,United States,Winter,64439056748.0,4085620.0,WESTERN EUROPE                     ,323802,7.77,15772.161079101825,0
Sweden,SWE,1980,4,3,0,1,United States,Winter,142092908186.0,8310531.0,WESTERN EUROPE                     ,449964,0.72,17097.93371638948,0
Switzerland,SUI,1980,5,1,1,3,United States,Winter,122557234458.0,6319408.0,WESTERN EUROPE                     ,41290,0.0,19393.78411047364,0
United States,USA,1980,12,6,4,2,United States,Winter,2857307000000.0,227225000.0,NORTHERN AMERICA                   ,9631420,0.21,12574.791506216305,1
Australia,AUS,1994,1,0,0,1,Norway,Winter,322809408509.0,17805468.0,OCEANIA                            ,7686850,0.34,18129.79071985078,0
Austria,AUT,1994,9,2,3,4,Norway,Winter,203535242742.0,7936118.0,WESTERN EUROPE                     ,83870,0.0,25646.700659188788,0
Belarus,BLR,1994,2,0,2,0,Norway,Winter,14932024169.0,10226955.0,C.W. OF IND. STATES ,207600,0.0,1460.0655003370994,0
Canada,CAN,1994,13,3,6,4,Norway,Winter,579944346807.0,29000663.0,NORTHERN AMERICA                   ,9984670,2.02,19997.62373732628,0
Finland,FIN,1994,6,0,1,5,Norway,Winter,103299943085.0,5088333.0,WESTERN EUROPE                     ,338145,0.37,20301.33308590456,0
France,FRA,1994,5,0,1,4,Norway,Winter,1393982750473.0,59327585.0,WESTERN EUROPE                     ,547030,0.63,23496.36767572791,0
Germany,GER,1994,24,9,7,8,Norway,Winter,2205074123177.0,81438348.0,WESTERN EUROPE                     ,357021,0.67,27076.60675013938,0
United Kingdom,GBR,1994,2,0,0,2,Norway,Winter,1140443311075.0,57865745.0,WESTERN EUROPE                     ,244820,5.08,19708.43563968631,0
Italy,ITA,1994,20,7,5,8,Norway,Winter,1099216688281.0,56843400.0,WESTERN EUROPE                     ,301230,2.52,19337.6308996471,0
